gvp_id,lat,lon,total_complaints,recurrence_count,recurrence_rate,average_days_between_complaints,average_cleanup_interval,distance_to_market_m,distance_to_bin_m,collection_frequency_per_week,near_school,near_bus_stop,population_density,risk_level,cluster_id,risk_score,computed_risk_tier,predicted_root_cause,days_since_last_cleanup,cluster_avg_recurrence_rate,cluster_size,near_school_num,near_bus_stop_num,population_density_num,composite_vulnerability,rf_predicted_recurrence_rate,worst_factor,recommended_action
GVP247,17.728054,83.304815,10,9,0.9,69.44444444444444,89.85714285714286,39,191,6,False,False,low,Medium,0,0.749,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.895655526946084,235,0,0,0,0.40944642857142854,0.6991,Far from nearest bin,Install new waste bin within 100m
GVP069,17.719284,83.329341,11,10,0.9090909090909092,61.6,68.66666666666667,189,91,2,True,True,high,Medium,1,0.7349,High,"low_collection_frequency, chronic_recurrence",0,0.8750806754722638,60,1,1,2,0.3699821428571429,0.6989,Low collection frequency,Increase collection frequency to daily
GVP009,17.741919,83.290425,14,12,0.8571428571428571,49.69230769230769,52.45454545454545,91,143,1,True,True,high,Medium,0,0.7723,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8958386771292342,235,1,1,2,0.5226369047619048,0.6971,Low collection frequency,Increase collection frequency to daily
GVP054,17.732075,83.316974,19,18,0.9473684210526316,36.11111111111112,43.13333333333333,188,88,3,False,False,high,Medium,1,0.738,High,chronic_recurrence,0,0.874431904083082,60,0,0,2,0.4102023809523809,0.6957,Low collection frequency,Increase collection frequency to daily
GVP188,17.726162,83.304276,10,9,0.9,61.77777777777778,61.66666666666666,114,210,5,True,True,low,Medium,0,0.7578,High,"no_bin_nearby, chronic_recurrence",0,0.895655526946084,235,1,1,0,0.39989285714285716,0.6944,Far from nearest bin,Install new waste bin within 100m
GVP178,17.724994,83.2928,9,8,0.8888888888888888,67.5,77.0,134,174,3,False,False,low,Low,0,0.7621,High,"no_bin_nearby, chronic_recurrence",0,0.8957030103269007,235,0,0,0,0.41245238095238096,0.6938,Far from nearest bin,Install new waste bin within 100m
GVP015,17.730143,83.296568,19,18,0.9473684210526316,38.05555555555556,49.07142857142857,11,32,4,True,True,low,Medium,0,0.7345,High,"market_proximity, chronic_recurrence",0,0.8954530977962865,235,1,1,0,0.4646309523809524,0.6936,High market proximity footfall,Deploy mobile cleanup unit near market
GVP180,17.728794,83.294125,14,12,0.8571428571428571,54.07692307692308,56.0,59,123,2,True,True,medium,Medium,0,0.753,High,"market_proximity, low_collection_frequency, chronic_recurrence",0,0.8958386771292342,235,1,1,1,0.5028988095238095,0.6926,High market proximity footfall,Deploy mobile cleanup unit near market
GVP209,17.720105,83.329134,14,13,0.9285714285714286,51.69230769230769,55.91666666666666,20,99,4,True,True,medium,Medium,1,0.756,High,"market_proximity, chronic_recurrence",0,0.8747504971759839,60,1,1,1,0.4567559523809524,0.6886,High market proximity footfall,Deploy mobile cleanup unit near market
GVP017,17.734112,83.327633,8,7,0.875,72.42857142857143,83.0,198,157,2,False,True,low,Medium,1,0.7475,High,"no_bin_nearby, low_collection_frequency, chronic_recurrence",0,0.8756584874907537,60,0,1,0,0.3789821428571428,0.6861,Far from nearest bin,Install new waste bin within 100m
GVP095,17.757994,83.305624,14,12,0.8571428571428571,47.15384615384615,67.0,10,157,3,False,True,high,Medium,0,0.7651,High,"no_bin_nearby, market_proximity, chronic_recurrence",0,0.8958386771292342,235,0,1,2,0.5282440476190476,0.6847,High market proximity footfall,Deploy mobile cleanup unit near market
GVP289,17.726735,83.327819,14,13,0.9285714285714286,55.38461538461539,59.91666666666666,13,95,4,False,True,low,Medium,1,0.7556,High,"market_proximity, chronic_recurrence",0,0.8747504971759839,60,0,1,0,0.4589226190476191,0.6845,High market proximity footfall,Deploy mobile cleanup unit near market
GVP093,17.722439,83.317051,15,14,0.9333333333333332,40.142857142857146,43.23076923076923,165,66,1,True,True,low,Medium,2,0.7579,High,"low_collection_frequency, chronic_recurrence",0,0.8959001782531194,5,1,1,0,0.43392857142857144,0.6843,Low collection frequency,Increase collection frequency to daily
GVP189,17.721525,83.329951,7,6,0.8571428571428571,85.83333333333333,85.66666666666667,10,107,4,True,True,medium,Medium,1,0.7231,High,"market_proximity, chronic_recurrence",0,0.8759611509290105,60,1,1,1,0.4071726190476191,0.6842,High market proximity footfall,Deploy mobile cleanup unit near market
GVP279,17.737166,83.315933,18,17,0.9444444444444444,34.705882352941174,45.69230769230769,98,132,4,True,True,medium,Medium,1,0.7631,High,"market_proximity, chronic_recurrence",0,0.8744814630086446,60,1,1,1,0.46038095238095245,0.6829,Far from nearest bin,Install new waste bin within 100m
GVP079,17.740491,83.293044,16,15,0.9375,44.8,61.18181818181818,150,115,4,True,True,high,Medium,0,0.7385,High,chronic_recurrence,0,0.8954952705358274,235,1,1,2,0.39758928571428576,0.6819,Far from nearest bin,Install new waste bin within 100m
GVP153,17.736085,83.31433,15,14,0.9333333333333332,44.642857142857146,47.76923076923077,168,189,7,True,False,low,Medium,1,0.7195,High,"no_bin_nearby, chronic_recurrence",0,0.874669786925782,60,1,0,0,0.337375,0.6797,Far from nearest bin,Install new waste bin within 100m
GVP040,17.738283,83.326062,20,19,0.95,35.21052631578947,37.27777777777778,116,159,6,False,True,medium,Medium,1,0.7423,High,"no_bin_nearby, chronic_recurrence",0,0.8743873010500759,60,0,1,1,0.4256130952380952,0.6794,Far from nearest bin,Install new waste bin within 100m
GVP120,17.765674,83.294076,11,10,0.9090909090909092,69.3,76.88888888888889,201,127,2,False,False,low,Medium,0,0.7503,High,"low_collection_frequency, chronic_recurrence",0,0.8956166769072339,235,0,0,0,0.3844821428571429,0.6754,Low collection frequency,Increase collection frequency to daily
GVP060,17.770318,83.309677,28,27,0.9642857142857144,24.55555555555556,28.869565217391305,211,83,4,False,True,low,Medium,0,0.7227,High,chronic_recurrence,0,0.8953808016713587,235,0,1,0,0.44192261904761904,0.6754,balanced_infrastructure,Maintain regular monitoring schedule
GVP260,17.771283,83.310074,21,20,0.9523809523809524,32.85,41.1875,84,125,7,True,False,low,Medium,0,0.7172,High,"market_proximity, chronic_recurrence",0,0.8954316767222336,235,1,0,0,0.405875,0.6738,High market proximity footfall,Deploy mobile cleanup unit near market
GVP137,17.762507,83.312761,19,17,0.8947368421052632,34.44444444444444,40.61538461538461,204,79,2,False,True,medium,Medium,0,0.7174,High,"low_collection_frequency, chronic_recurrence",0,0.8956780190738391,235,0,1,1,0.4224821428571428,0.673,Low collection frequency,Increase collection frequency to daily
GVP165,17.743672,83.296618,19,18,0.9473684210526316,32.55555555555556,38.06666666666667,216,122,3,True,False,high,Medium,0,0.7487,High,chronic_recurrence,0,0.8954530977962865,235,1,0,2,0.41278571428571426,0.6715,Far from nearest bin,Install new waste bin within 100m
GVP104,17.766648,83.315963,15,14,0.9333333333333332,48.42857142857143,56.91666666666666,196,109,4,False,True,medium,Medium,0,0.7224,High,chronic_recurrence,0,0.8955130768036337,235,0,1,1,0.35442261904761907,0.6692,Far from nearest bin,Install new waste bin within 100m
GVP070,17.725909,83.307019,12,11,0.9166666666666666,53.72727272727273,53.90909090909091,133,126,4,False,True,low,Low,0,0.7366,High,chronic_recurrence,0,0.8955843018748588,235,0,1,0,0.3807976190476191,0.6688,Far from nearest bin,Install new waste bin within 100m
GVP118,17.725495,83.29782,9,8,0.8888888888888888,75.375,75.625,32,122,4,False,False,medium,Medium,0,0.743,High,"market_proximity, chronic_recurrence",0,0.8957030103269007,235,0,0,1,0.4193809523809524,0.6667,High market proximity footfall,Deploy mobile cleanup unit near market
GVP019,17.766022,83.326596,31,30,0.967741935483871,22.7,25.44,373,93,3,True,True,high,High,0,0.7084,High,chronic_recurrence,0,0.8953660314952983,235,1,1,2,0.44366071428571424,0.6646,Low collection frequency,Increase collection frequency to daily
GVP057,17.745038,83.282638,18,17,0.9444444444444444,35.47058823529412,35.714285714285715,262,160,4,True,True,low,Medium,0,0.7389,High,"no_bin_nearby, chronic_recurrence",0,0.8954655934228171,235,1,1,0,0.36854761904761907,0.6617,Far from nearest bin,Install new waste bin within 100m
GVP179,17.732491,83.29037,15,14,0.9333333333333332,48.07142857142857,74.77777777777777,272,103,2,True,True,medium,Medium,0,0.7349,High,"low_collection_frequency, chronic_recurrence",0,0.8955130768036337,235,1,1,1,0.35714880952380956,0.6604,Low collection frequency,Increase collection frequency to daily
GVP004,17.734529,83.282137,24,21,0.875,24.13043478260869,22.63157894736842,193,87,3,False,True,high,Medium,0,0.6965,High,chronic_recurrence,0,0.8957623645529215,235,0,1,2,0.4499940476190476,0.6595,Low collection frequency,Increase collection frequency to daily
GVP124,17.744145,83.281302,15,14,0.9333333333333332,49.21428571428572,63.0,120,8,4,True,False,low,Medium,0,0.6891,High,chronic_recurrence,0,0.8955130768036337,235,1,0,0,0.3419642857142857,0.6561,High market proximity footfall,Deploy mobile cleanup unit near market
GVP239,17.75068,83.328324,12,10,0.8333333333333334,55.45454545454545,61.0,12,5,4,True,True,low,Medium,1,0.6579,High,"market_proximity, chronic_recurrence",0,0.8763647021800194,60,1,1,0,0.3858392857142857,0.6544,High market proximity footfall,Deploy mobile cleanup unit near market
GVP018,17.76433,83.326445,21,20,0.9523809523809524,34.3,40.47058823529412,330,127,4,False,True,medium,Medium,0,0.7106,High,chronic_recurrence,0,0.8954316767222336,235,0,1,1,0.34883928571428574,0.6541,Far from nearest bin,Install new waste bin within 100m
GVP039,17.751746,83.328633,13,12,0.9230769230769232,53.41666666666666,57.81818181818182,139,58,4,True,False,high,Medium,1,0.7043,High,chronic_recurrence,0,0.8748436243877551,60,1,0,2,0.34304761904761905,0.654,High market proximity footfall,Deploy mobile cleanup unit near market
GVP263,17.744346,83.318531,24,22,0.9166666666666666,27.39130434782609,31.4,268,117,4,False,False,medium,Medium,1,0.7004,High,chronic_recurrence,0,0.8749522728014884,60,0,0,1,0.390172619047619,0.6536,Far from nearest bin,Install new waste bin within 100m
GVP002,17.761385,83.326976,19,18,0.9473684210526316,37.22222222222222,42.53333333333333,272,97,4,True,False,low,Medium,0,0.7062,High,chronic_recurrence,0,0.8954530977962865,235,1,0,0,0.3312559523809524,0.652,Far from nearest bin,Install new waste bin within 100m
GVP156,17.735633,83.284577,9,8,0.8888888888888888,79.5,91.0,83,76,4,False,True,low,Low,0,0.7077,High,"market_proximity, chronic_recurrence",0,0.8957030103269007,235,0,1,0,0.35663095238095244,0.6512,High market proximity footfall,Deploy mobile cleanup unit near market
GVP236,17.76191,83.329487,16,15,0.9375,47.53333333333333,51.0,80,73,5,False,False,low,Medium,0,0.717,High,"market_proximity, chronic_recurrence",0,0.8954952705358274,235,0,0,0,0.3894345238095238,0.6505,High market proximity footfall,Deploy mobile cleanup unit near market
GVP288,17.733344,83.326313,9,8,0.8888888888888888,83.875,84.375,108,71,4,True,True,medium,Medium,1,0.6993,High,chronic_recurrence,0,0.875423082594332,60,1,1,1,0.33683928571428573,0.6504,High market proximity footfall,Deploy mobile cleanup unit near market
GVP046,17.744407,83.282239,19,18,0.9473684210526316,38.61111111111112,43.4375,90,114,6,False,False,high,Medium,0,0.7242,High,"market_proximity, chronic_recurrence",0,0.8954530977962865,235,0,0,2,0.4060714285714285,0.6501,High market proximity footfall,Deploy mobile cleanup unit near market
GVP193,17.735734,83.297271,15,14,0.9333333333333332,44.35714285714285,51.75,257,67,3,True,False,high,Medium,0,0.7035,High,chronic_recurrence,0,0.8955130768036337,235,1,0,2,0.3160773809523809,0.6485,Low collection frequency,Increase collection frequency to daily
GVP205,17.744878,83.320021,7,6,0.8571428571428571,68.0,67.83333333333333,356,172,3,True,True,medium,Low,1,0.6916,High,"no_bin_nearby, chronic_recurrence",0,0.8759611509290106,60,1,1,1,0.2830357142857143,0.6477,Far from nearest bin,Install new waste bin within 100m
GVP207,17.720096,83.33131,16,13,0.8125,43.8,38.833333333333336,42,37,4,False,True,medium,Medium,1,0.6556,High,"market_proximity, chronic_recurrence",0,0.8767178095246521,60,0,1,1,0.42083928571428575,0.6468,High market proximity footfall,Deploy mobile cleanup unit near market
GVP191,17.720132,83.328532,5,4,0.8,123.5,124.0,193,63,4,True,True,medium,Low,1,0.6265,High,chronic_recurrence,0,0.8769296739314317,60,1,1,1,0.2401726190476191,0.6414,balanced_infrastructure,Maintain regular monitoring schedule
GVP071,17.743281,83.282194,15,14,0.9333333333333332,48.642857142857146,61.90909090909091,10,5,5,True,False,medium,Medium,0,0.6967,High,"market_proximity, chronic_recurrence",0,0.8955130768036337,235,1,0,1,0.3848511904761905,0.6413,High market proximity footfall,Deploy mobile cleanup unit near market
GVP101,17.734352,83.326868,11,10,0.9090909090909092,65.1,93.14285714285714,233,95,4,True,False,medium,Low,1,0.6933,High,chronic_recurrence,0,0.8750806754722638,60,1,0,1,0.28600595238095244,0.6411,Far from nearest bin,Install new waste bin within 100m
GVP065,17.744446,83.282181,21,19,0.9047619047619048,31.95,35.22222222222222,263,146,4,True,True,high,Medium,0,0.7097,High,chronic_recurrence,0,0.895635176925734,235,1,1,2,0.38538095238095244,0.641,Far from nearest bin,Install new waste bin within 100m
GVP172,17.768161,83.309181,9,8,0.8888888888888888,81.5,93.14285714285714,189,105,4,True,True,medium,Medium,0,0.6976,High,chronic_recurrence,0,0.8957030103269007,235,1,1,1,0.30408928571428573,0.6408,Far from nearest bin,Install new waste bin within 100m
GVP217,17.725897,83.299863,8,7,0.875,101.0,101.0,34,120,5,True,True,medium,Medium,0,0.7172,High,"market_proximity, chronic_recurrence",0,0.8957623645529215,235,1,1,1,0.3794761904761905,0.6404,High market proximity footfall,Deploy mobile cleanup unit near market
GVP295,17.743241,83.296297,13,12,0.9230769230769232,54.5,54.333333333333336,316,153,4,True,False,medium,Medium,0,0.7109,High,"no_bin_nearby, chronic_recurrence",0,0.8955569076166954,235,1,0,1,0.2950892857142857,0.64,Far from nearest bin,Install new waste bin within 100m
GVP005,17.761638,83.328504,10,9,0.9,71.22222222222223,83.66666666666667,93,113,5,False,False,low,Low,0,0.7136,High,"market_proximity, chronic_recurrence",0,0.895655526946084,235,0,0,0,0.35326785714285713,0.6399,High market proximity footfall,Deploy mobile cleanup unit near market
GVP119,17.766295,83.327229,11,10,0.9090909090909092,67.1,83.75,270,141,3,True,True,medium,Medium,0,0.7246,High,chronic_recurrence,0,0.895616676907234,235,1,1,1,0.3186607142857143,0.6369,Far from nearest bin,Install new waste bin within 100m
GVP264,17.762774,83.315564,18,17,0.9444444444444444,41.41176470588236,50.285714285714285,146,108,5,True,False,low,Medium,0,0.7231,High,chronic_recurrence,0,0.8954655934228171,235,1,0,0,0.3848095238095238,0.6349,Far from nearest bin,Install new waste bin within 100m
GVP241,17.75124,83.328864,15,14,0.9333333333333332,44.21428571428572,56.36363636363637,253,5,3,True,False,high,Medium,1,0.673,High,chronic_recurrence,0,0.874669786925782,60,1,0,2,0.27999404761904756,0.6334,Low collection frequency,Increase collection frequency to daily
GVP139,17.73134,83.292435,13,12,0.9230769230769232,53.583333333333336,58.36363636363637,220,54,3,False,True,low,Medium,0,0.7,High,chronic_recurrence,0,0.8955569076166954,235,0,1,0,0.31511904761904763,0.6329,Low collection frequency,Increase collection frequency to daily
GVP110,17.728235,83.326419,13,12,0.9230769230769232,53.41666666666666,58.18181818181818,230,61,4,False,False,high,Medium,1,0.6845,High,chronic_recurrence,0,0.8748436243877551,60,0,0,2,0.28425595238095236,0.6282,balanced_infrastructure,Maintain regular monitoring schedule
GVP062,17.741507,83.294241,13,12,0.9230769230769232,43.083333333333336,43.083333333333336,145,111,5,False,True,medium,Low,0,0.7131,High,chronic_recurrence,0,0.8955569076166954,235,0,1,1,0.3436011904761905,0.6281,Far from nearest bin,Install new waste bin within 100m
GVP182,17.74444,83.29553,9,8,0.8888888888888888,67.75,76.0,264,95,2,True,False,medium,Medium,0,0.7083,High,"low_collection_frequency, chronic_recurrence",0,0.8957030103269007,235,1,0,1,0.30498214285714287,0.6275,Low collection frequency,Increase collection frequency to daily
GVP154,17.72279,83.28999,12,11,0.9166666666666666,33.72727272727273,41.333333333333336,66,41,5,True,True,low,Medium,0,0.6926,High,"market_proximity, chronic_recurrence",0,0.8955843018748588,235,1,1,0,0.3437678571428572,0.6266,High market proximity footfall,Deploy mobile cleanup unit near market
GVP157,17.741662,83.295075,7,6,0.8571428571428571,84.16666666666667,95.0,189,92,3,False,True,medium,Low,0,0.6902,High,chronic_recurrence,0,0.8958386771292342,235,0,1,1,0.30703571428571425,0.6253,Low collection frequency,Increase collection frequency to daily
GVP020,17.729345,83.291758,15,13,0.8666666666666667,48.5,51.84615384615385,267,113,2,False,True,low,Medium,0,0.7044,High,"low_collection_frequency, chronic_recurrence",0,0.895797977088534,235,0,1,0,0.36673214285714284,0.6249,Low collection frequency,Increase collection frequency to daily
GVP151,17.746169,83.321252,15,13,0.8666666666666667,42.71428571428572,49.66666666666666,149,115,5,True,True,medium,Medium,1,0.6831,High,chronic_recurrence,0,0.8757997304286069,60,1,1,1,0.36093452380952384,0.6246,Far from nearest bin,Install new waste bin within 100m
GVP187,17.71996,83.316128,10,9,0.9,69.66666666666667,78.5,10,139,4,False,True,medium,Medium,2,0.7628,High,"market_proximity, chronic_recurrence",0,0.9042335115864527,5,0,1,1,0.4534226190476191,0.6245,High market proximity footfall,Deploy mobile cleanup unit near market
GVP258,17.745153,83.329074,8,7,0.875,97.0,113.0,53,83,5,True,False,medium,Low,1,0.694,High,"market_proximity, chronic_recurrence",0,0.8756584874907539,60,1,0,1,0.34368452380952386,0.6242,High market proximity footfall,Deploy mobile cleanup unit near market
GVP099,17.737255,83.324864,15,14,0.9333333333333332,49.5,62.36363636363637,175,131,6,True,False,high,Medium,1,0.7051,High,chronic_recurrence,0,0.874669786925782,60,1,0,2,0.3250297619047619,0.6209,Far from nearest bin,Install new waste bin within 100m
GVP246,17.724022,83.295252,5,4,0.8,176.25,176.75,56,148,3,True,True,low,Medium,0,0.7183,High,"market_proximity, chronic_recurrence",0,0.8960828773734343,235,1,1,0,0.41320238095238093,0.6176,High market proximity footfall,Deploy mobile cleanup unit near market
GVP226,17.733799,83.300442,11,10,0.9090909090909092,67.8,84.375,243,87,4,True,True,low,Medium,0,0.6869,High,chronic_recurrence,0,0.895616676907234,235,1,1,0,0.27433928571428573,0.6168,High regional cluster recurrence,Implement zone-level infrastructure intervention
GVP026,17.767273,83.325984,22,21,0.9545454545454546,31.714285714285715,33.333333333333336,326,25,4,False,False,low,Medium,0,0.6611,High,chronic_recurrence,0,0.8954224267129837,235,0,0,0,0.29383928571428575,0.6164,balanced_infrastructure,Maintain regular monitoring schedule
GVP291,17.758188,83.295171,16,14,0.875,44.13333333333333,46.85714285714285,260,140,4,False,True,medium,Medium,0,0.691,High,chronic_recurrence,0,0.8957623645529215,235,0,1,1,0.3398809523809524,0.6158,Far from nearest bin,Install new waste bin within 100m
GVP091,17.74651,83.326329,12,11,0.9166666666666666,61.90909090909091,75.66666666666667,209,151,5,False,False,medium,Low,1,0.7148,High,"no_bin_nearby, chronic_recurrence",0,0.8749522728014882,60,0,0,1,0.31718452380952383,0.6153,Far from nearest bin,Install new waste bin within 100m
GVP090,17.767449,83.327899,9,8,0.8888888888888888,70.25,130.25,215,58,3,False,True,medium,Low,0,0.6843,High,chronic_recurrence,0,0.8957030103269007,235,0,1,1,0.28595238095238096,0.6151,Low collection frequency,Increase collection frequency to daily
GVP006,17.765725,83.31527,13,12,0.9230769230769232,54.833333333333336,73.0,199,116,5,False,False,medium,Medium,0,0.7029,High,chronic_recurrence,0,0.8955569076166954,235,0,0,1,0.3107261904761905,0.6128,Far from nearest bin,Install new waste bin within 100m
GVP238,17.741148,83.280482,12,11,0.9166666666666666,60.63636363636363,83.125,77,29,6,True,False,low,Low,0,0.6673,High,"market_proximity, chronic_recurrence",0,0.8955843018748588,235,1,0,0,0.3003630952380953,0.6105,High market proximity footfall,Deploy mobile cleanup unit near market
GVP061,17.762558,83.315139,8,7,0.875,85.28571428571429,119.6,282,151,3,False,True,low,Medium,0,0.7081,High,"no_bin_nearby, chronic_recurrence",0,0.8957623645529215,235,0,1,0,0.2906607142857143,0.6103,Far from nearest bin,Install new waste bin within 100m
GVP047,17.729941,83.324073,14,13,0.9285714285714286,41.46153846153846,48.90909090909091,639,27,3,True,False,low,Low,1,0.5911,Medium,chronic_recurrence,0,0.8747504971759837,60,1,0,0,0.25366071428571424,0.6097,Low collection frequency,Increase collection frequency to daily
GVP149,17.732613,83.31851,13,12,0.9230769230769232,50.25,50.41666666666666,192,103,5,False,False,low,Medium,1,0.698,High,chronic_recurrence,0,0.8748436243877551,60,0,0,0,0.30726785714285715,0.6055,Far from nearest bin,Install new waste bin within 100m
GVP043,17.724068,83.303059,18,17,0.9444444444444444,39.70588235294117,45.2,388,5,4,True,False,low,Low,0,0.6309,High,chronic_recurrence,0,0.895465593422817,235,1,0,0,0.2463392857142857,0.6045,balanced_infrastructure,Maintain regular monitoring schedule
GVP050,17.72763,83.300658,17,14,0.8235294117647058,42.125,44.86666666666667,96,70,4,True,True,medium,Medium,0,0.6657,High,"market_proximity, chronic_recurrence",0,0.8959823243317049,235,1,1,1,0.41421428571428576,0.6024,High market proximity footfall,Deploy mobile cleanup unit near market
GVP272,17.756773,83.287977,16,15,0.9375,42.2,45.21428571428572,417,43,4,False,False,medium,Medium,0,0.6395,High,chronic_recurrence,0,0.8954952705358274,235,0,0,1,0.25258928571428574,0.6018,balanced_infrastructure,Maintain regular monitoring schedule
GVP013,17.732182,83.31828,15,14,0.9333333333333332,43.42857142857143,46.69230769230769,467,54,4,False,False,medium,Low,1,0.631,High,chronic_recurrence,0,0.874669786925782,60,0,0,1,0.2507142857142857,0.6012,balanced_infrastructure,Maintain regular monitoring schedule
GVP265,17.719529,83.330637,8,7,0.875,68.85714285714286,68.42857142857143,199,138,6,False,False,medium,Low,1,0.671,High,chronic_recurrence,0,0.8756584874907537,60,0,0,1,0.25215476190476194,0.5961,Far from nearest bin,Install new waste bin within 100m
GVP202,17.730928,83.291271,7,6,0.8571428571428571,98.33333333333331,117.8,240,140,4,True,True,medium,Low,0,0.6859,High,chronic_recurrence,0,0.8958386771292342,235,1,1,1,0.2744642857142857,0.5951,Far from nearest bin,Install new waste bin within 100m
GVP035,17.742173,83.297943,16,15,0.9375,45.06666666666667,48.36363636363637,238,76,5,False,False,high,Medium,0,0.6815,High,chronic_recurrence,0,0.8954952705358274,235,0,0,2,0.2859761904761905,0.5916,balanced_infrastructure,Maintain regular monitoring schedule
GVP253,17.732414,83.290285,16,14,0.875,39.93333333333333,43.46153846153846,177,95,5,True,True,high,Medium,0,0.671,High,chronic_recurrence,0,0.8957623645529215,235,1,1,2,0.33851785714285715,0.5899,Far from nearest bin,Install new waste bin within 100m
GVP086,17.762823,83.315216,15,14,0.9333333333333332,47.35714285714285,47.285714285714285,173,52,5,True,True,low,Medium,0,0.6823,High,chronic_recurrence,0,0.8955130768036337,235,1,1,0,0.3055595238095238,0.5899,High market proximity footfall,Deploy mobile cleanup unit near market
GVP072,17.756542,83.28897,11,10,0.9090909090909092,63.8,91.42857142857144,580,76,4,False,True,low,Medium,0,0.6024,High,chronic_recurrence,0,0.895616676907234,235,0,1,0,0.22946428571428573,0.5888,High regional cluster recurrence,Implement zone-level infrastructure intervention
GVP161,17.722748,83.293264,6,4,0.6666666666666666,131.2,124.5,65,124,3,True,True,low,Medium,0,0.6307,High,market_proximity,0,0.896652677943235,235,1,1,0,0.40095238095238095,0.5885,High market proximity footfall,Deploy mobile cleanup unit near market
GVP074,17.730002,83.318556,15,14,0.9333333333333332,48.71428571428572,68.1,650,5,4,True,True,medium,Medium,1,0.5633,Medium,chronic_recurrence,0,0.8746697869257821,60,1,1,1,0.2200892857142857,0.5879,balanced_infrastructure,Maintain regular monitoring schedule
GVP214,17.731431,83.284202,17,16,0.9411764705882352,38.875,40.8,221,81,7,True,False,high,Medium,0,0.6567,High,chronic_recurrence,0,0.8954795591230572,235,1,0,2,0.25204166666666666,0.5819,balanced_infrastructure,Maintain regular monitoring schedule
GVP048,17.762011,83.302827,16,15,0.9375,43.6,65.4,134,37,7,True,True,high,Medium,0,0.6528,High,chronic_recurrence,0,0.8954952705358274,235,1,1,2,0.27379166666666666,0.581,High market proximity footfall,Deploy mobile cleanup unit near market
GVP245,17.760126,83.290265,7,6,0.8571428571428571,109.0,109.16666666666669,113,94,5,True,False,high,Medium,0,0.6757,High,chronic_recurrence,0,0.8958386771292342,235,1,0,2,0.3018095238095238,0.5801,High market proximity footfall,Deploy mobile cleanup unit near market
GVP027,17.723508,83.292113,21,20,0.9523809523809524,27.15,32.0,238,67,6,False,True,medium,Low,0,0.6684,High,chronic_recurrence,0,0.8954316767222336,235,0,1,1,0.2955297619047619,0.5791,balanced_infrastructure,Maintain regular monitoring schedule
GVP173,17.764307,83.316198,11,9,0.8181818181818182,62.7,65.0,179,104,4,True,False,medium,Medium,0,0.6605,High,chronic_recurrence,0,0.8960051772957343,235,1,0,1,0.3276309523809524,0.5787,Far from nearest bin,Install new waste bin within 100m
GVP192,17.76068,83.28774,19,18,0.9473684210526316,40.16666666666666,40.05555555555556,244,48,5,True,False,low,Medium,0,0.6713,High,chronic_recurrence,0,0.8954530977962865,235,1,0,0,0.29072619047619047,0.5753,balanced_infrastructure,Maintain regular monitoring schedule
GVP273,17.746391,83.280588,13,12,0.9230769230769232,55.583333333333336,95.85714285714286,234,91,7,False,False,low,Medium,0,0.6487,High,chronic_recurrence,0,0.8955569076166954,235,0,0,0,0.214625,0.5752,Far from nearest bin,Install new waste bin within 100m
GVP184,17.756876,83.312528,12,11,0.9166666666666666,59.81818181818182,66.0,184,59,6,False,False,medium,Medium,0,0.6574,High,chronic_recurrence,0,0.8955843018748588,235,0,0,1,0.24777976190476192,0.5736,High market proximity footfall,Deploy mobile cleanup unit near market
GVP276,17.745712,83.283305,12,11,0.9166666666666666,58.0,78.75,204,68,6,False,True,low,Medium,0,0.6573,High,chronic_recurrence,0,0.8955843018748588,235,0,1,0,0.24007142857142855,0.5733,High regional cluster recurrence,Implement zone-level infrastructure intervention
GVP259,17.728113,83.285563,12,11,0.9166666666666666,54.18181818181818,54.72727272727273,571,49,4,False,True,high,Medium,0,0.595,Medium,chronic_recurrence,0,0.8955843018748589,235,0,1,2,0.22133928571428574,0.5732,High regional cluster recurrence,Implement zone-level infrastructure intervention
GVP219,17.743251,83.282952,14,12,0.8571428571428571,48.23076923076923,46.75,116,84,6,False,True,high,Medium,0,0.6533,High,chronic_recurrence,0,0.8958386771292342,235,0,1,2,0.3262380952380952,0.573,High market proximity footfall,Deploy mobile cleanup unit near market
GVP024,17.731713,83.292775,6,4,0.6666666666666666,112.6,140.5,13,134,4,False,False,low,Low,0,0.6313,High,market_proximity,0,0.896652677943235,235,0,0,0,0.4132976190476191,0.5726,High market proximity footfall,Deploy mobile cleanup unit near market
GVP025,17.760829,83.289375,13,12,0.9230769230769232,58.083333333333336,69.4,141,5,6,True,True,high,Medium,0,0.6437,High,chronic_recurrence,0,0.8955569076166954,235,1,1,2,0.25144642857142857,0.5718,High market proximity footfall,Deploy mobile cleanup unit near market
GVP098,17.76447,83.317726,13,12,0.9230769230769232,53.0,58.27272727272727,233,78,7,True,True,high,Medium,0,0.6424,High,chronic_recurrence,0,0.8955569076166954,235,1,1,2,0.20716666666666667,0.571,High regional cluster recurrence,Implement zone-level infrastructure intervention
GVP084,17.769228,83.309157,8,7,0.875,92.42857142857144,92.28571428571428,242,44,4,True,False,low,Low,0,0.6466,High,chronic_recurrence,0,0.8957623645529215,235,1,0,0,0.2218809523809524,0.5692,High regional cluster recurrence,Implement zone-level infrastructure intervention
